Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
10/4/2020,2/1/2020,10/3/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,26011,
10/4/2020,2/1/2020,10/3/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,27697,
10/4/2020,2/1/2020,10/3/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,8,
10/4/2020,2/1/2020,10/3/2020,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,99330,
10/4/2020,2/1/2020,10/3/2020,US,COVID-19,COVID-19,U071,0-24,437,
10/4/2020,2/1/2020,10/3/2020,US,COVID-19,COVID-19,U071,25-34,1532,
10/4/2020,2/1/2020,10/3/2020,US,COVID-19,COVID-19,U071,35-44,4005,
10/4/2020,2/1/2020,10/3/2020,US,COVID-19,COVID-19,U071,45-54,10518,
10/4/2020,2/1/2020,10/3/2020,US,COVID-19,COVID-19,U071,55-64,25127,
10/4/2020,2/1/2020,10/3/2020,US,COVID-19,COVID-19,U071,65-74,42462,
10/4/2020,2/1/2020,10/3/2020,US,COVID-19,COVID-19,U071,75-84,52038,
10/4/2020,2/1/2020,10/3/2020,US,COVID-19,COVID-19,U071,85+,60515,
10/4/2020,2/1/2020,10/3/2020,US,COVID-19,COVID-19,U071,Not stated,5,
10/4/2020,2/1/2020,10/3/2020,US,COVID-19,COVID-19,U071,All Ages,196639,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,14,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,26,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,52,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,140,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,261,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,299,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,258,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1050,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,34,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,59,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,79,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,55,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,241,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,28,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,43,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,73,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,52,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,17,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,227,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Respiratory failure,J96,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Respiratory failure,J96,25-34,10,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Respiratory failure,J96,35-44,26,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Respiratory failure,J96,45-54,96,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Respiratory failure,J96,55-64,170,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Respiratory failure,J96,65-74,329,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Respiratory failure,J96,75-84,372,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Respiratory failure,J96,85+,248,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Respiratory failure,J96,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Respiratory failure,J96,All Ages,1255,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,45-54,16,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,55-64,53,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,65-74,59,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,75-84,48,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,85+,50,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,All Ages,238,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,21,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,28,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,27,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,24,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,
10/4/2020,2/1/2020,10/3/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,115,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,20,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,49,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,95,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,96,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,85+,116,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,381,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,28,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,80,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,89,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,85+,106,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,309,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cardiac arrest,I46,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cardiac arrest,I46,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cardiac arrest,I46,35-44,16,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cardiac arrest,I46,45-54,26,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cardiac arrest,I46,55-64,96,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cardiac arrest,I46,65-74,117,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cardiac arrest,I46,75-84,97,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cardiac arrest,I46,85+,76,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cardiac arrest,I46,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cardiac arrest,I46,All Ages,432,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,23,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,47,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,68,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,65,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,212,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Heart failure,I50,0-24,0,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Heart failure,I50,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Heart failure,I50,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Heart failure,I50,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Heart failure,I50,55-64,13,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Heart failure,I50,65-74,43,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Heart failure,I50,75-84,60,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Heart failure,I50,85+,74,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Heart failure,I50,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Heart failure,I50,All Ages,202,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,14,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,35,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,45,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,48,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,149,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,0,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,11,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,11,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,29,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,47,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,52,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,45,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,
10/4/2020,2/1/2020,10/3/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,201,
10/4/2020,2/1/2020,10/3/2020,AL,Sepsis,Sepsis,A40-A41,0-24,0,
10/4/2020,2/1/2020,10/3/2020,AL,Sepsis,Sepsis,A40-A41,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Sepsis,Sepsis,A40-A41,35-44,12,
10/4/2020,2/1/2020,10/3/2020,AL,Sepsis,Sepsis,A40-A41,45-54,38,
10/4/2020,2/1/2020,10/3/2020,AL,Sepsis,Sepsis,A40-A41,55-64,67,
10/4/2020,2/1/2020,10/3/2020,AL,Sepsis,Sepsis,A40-A41,65-74,125,
10/4/2020,2/1/2020,10/3/2020,AL,Sepsis,Sepsis,A40-A41,75-84,96,
10/4/2020,2/1/2020,10/3/2020,AL,Sepsis,Sepsis,A40-A41,85+,49,
10/4/2020,2/1/2020,10/3/2020,AL,Sepsis,Sepsis,A40-A41,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,AL,Sepsis,Sepsis,A40-A41,All Ages,392,
10/4/2020,2/1/2020,10/3/2020,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0,
10/4/2020,2/1/2020,10/3/2020,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0,
10/4/2020,2/1/2020,10/3/2020,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,12,
10/4/2020,2/1/2020,10/3/2020,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,29,
10/4/2020,2/1/2020,10/3/2020,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,36,
10/4/2020,2/1/2020,10/3/2020,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,17,
10/4/2020,2/1/2020,10/3/2020,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,
10/4/2020,2/1/2020,10/3/2020,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,101,
10/4/2020,2/1/2020,10/3/2020,AL,Diabetes,Diabetes,E10-E14,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/4/2020,2/1/2020,10/3/2020,AL,Diabetes,Diabetes,E10-E14,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
